"#sys_sample_code","lab_anl_method_name","analysis_date","fraction","column_number","test_type","lab_matrix_code","analysis_location","basis","container_id","dilution_factor","prep_method","prep_date","leachate_method","leachate_date","lab_name_code","qc_level","lab_sample_id","percent_moisture","subsample_amount","subsample_amount_unit","analyst_name","instrument_id","comment","preservative","final_volume","final_volume_unit","cas_rn","chemical_name","Result_value","Result_error_delta","result_type_code","reportable_result","detect_flag","Lab_qualifiers","validator_qualifiers","interpreted_qualifiers","validated_yn","method_detection_limit","reporting_detection_limit","quantitation_limit","Result_unit","detection_limit_unit","tic_retention_time","minimum_detectable_conc","counting_error","uncertainty","critical_value","validation_level","result_comment","qc_original_conc","qc_spike_added","qc_spike_measured","qc_spike_recovery","qc_dup_original_conc","qc_dup_spike_added","qc_dup_spike_measured","qc_dup_spike_recovery","qc_rpd","qc_spike_lcl","qc_spike_ucl","qc_rpd_cl","qc_spike_status","qc_dup_spike_status","qc_rpd_status","lab_sdg"
"2009MUD03S11","E351.2","05/29/2020 15:28:00","T","NA","initial","WS","LB","NA","","1","METHOD","05/28/2020 14:52:00","","","ALSRNY","quant","R2004299-009","","20","mL","","","","","20","mL","KN","NITROGEN, KJELDAHL, TOTAL","0.72","","TRG","Yes","Y","","","","","0.10","","0.10","mg/l","mg/l","","0.10","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD03S11","SM2120B","05/27/2020 14:00:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-009","","0","mL","","","","","","","PHCOLOR","pH of Color Analysis","7.55","","TRG","Yes","Y","","","","","","","","pH units","pH units","","","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD03S11","E365.1","05/26/2020 17:00:00","T","NA","initial","WS","LB","NA","","1","METHOD","05/23/2020 10:43:00","","","ALSRNY","quant","R2004299-009","","20","mL","","","","","20","mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)","0.0347","","TRG","Yes","Y","","","","","0.0036","","0.0050","mg/l","mg/l","","0.0036","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD03S11","E300.0","05/22/2020 23:58:00","T","NA","initial","WS","LB","NA","","10","","","","","ALSRNY","quant","R2004299-009","","10","mL","","","","","10","mL","14808-79-8","SULFATE (AS SO4)","4.5","","TRG","Yes","Y","","","","","0.4","","2.0","mg/l","mg/l","","0.4","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD03S11","SM5310C","05/26/2020 23:33:00","D","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-010","","42","mL","","","","","42","mL","DOC","Carbon, Dissolved Organic (DOC)","10.7","","TRG","Yes","Y","","","","","0.5","","1.0","mg/l","mg/l","","0.5","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD03S11","E365.1","05/26/2020 15:45:00","D","NA","initial","WS","LB","NA","","1","METHOD","05/23/2020 10:43:00","","","ALSRNY","quant","R2004299-010","","20","mL","","","","","20","mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)","0.0109","","TRG","Yes","Y","","","","","0.0036","","0.0050","mg/l","mg/l","","0.0036","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009RED0S11","SM 2320 B","05/28/2020 05:22:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-011","","0","mL","","","","","","","ALK","ALKALINITY, TOTAL (AS CaCO3)","53.2","","TRG","Yes","Y","","","","","1.8","","2.0","mg/l","mg/l","","1.8","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009RED0S11","E350.1","05/22/2020 19:15:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-011","","10","mL","","","","","10","mL","7664-41-7","Nitrogen, ammonia (As N)","","","TRG","Yes","N","U","","U","","0.003","0.003","0.010","mg/l","mg/l","","0.003","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009RED0S11","SM5310C","05/26/2020 23:54:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-011","","42","mL","","","","","42","mL","TOC","TOTAL ORGANIC CARBON","5.1","","TRG","Yes","Y","","","","","0.5","","1.0","mg/l","mg/l","","0.5","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009RED0S11","E300.0","05/23/2020 00:05:00","T","NA","initial","WS","LB","NA","","10","","","","","ALSRNY","quant","R2004299-011","","10","mL","","","","","10","mL","16887-00-6","CHLORIDE (AS CL)","18.5","","TRG","Yes","Y","","","","","0.5","","2.0","mg/l","mg/l","","0.5","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009RED0S11","SM10200H","05/29/2020 12:00:00","T","NA","initial","WS","LB","NA","","20","","","","","ALSRNY","quant","R2004299-011","","1000","mL","","","","","","","479-61-8","Chlorophyll A","7.15","","TRG","Yes","Y","","","","","","","0.80","ug/l","ug/l","","","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009RED0S11","SM2120B","05/21/2020 16:00:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-011","","0","mL","","","","","","","COLOR","Color, True","26.0","","TRG","Yes","Y","","","","","","","5.0","color unit","color unit","","","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009RED0S11","SM2340B","05/28/2020 22:44:00","T","NA","initial","WS","LB","NA","","1","","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-011","","0","mL","","","","","","","HARD","HARDNESS (AS CACO3)","62.9","","TRG","Yes","Y","","","","","","","6.62","mg/l","mg/l","","","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009RED0S11","Calculation","05/21/2020 20:13:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-011","","0","mL","","","","","","","14797-55-8","NITROGEN, NITRATE (AS N)","0.075","","TRG","Yes","Y","","","","","","","0.05","mg/l","mg/l","","","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009RED0S11","E353.2","05/26/2020 22:32:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-011","","10","mL","","","","","10","mL","NO3NO2N","Nitrate+Nitrite as Nitrogen","0.0752","","TRG","Yes","Y","","","","","0.0015","","0.0020","mg/l","mg/l","","0.0015","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009RED0S11","E353.2","05/21/2020 20:13:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-011","","10","mL","","","","","10","mL","14797-65-0","NITROGEN, NITRITE","","","TRG","Yes","N","U","","U","","0.007","0.007","0.010","mg/l","mg/l","","0.007","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009RED0S11","E351.2","05/29/2020 12:54:00","T","NA","initial","WS","LB","NA","","1","METHOD","05/28/2020 14:52:00","","","ALSRNY","quant","R2004299-011","","20","mL","","","","","20","mL","KN","NITROGEN, KJELDAHL, TOTAL","0.94","","TRG","Yes","Y","","","","","0.10","","0.10","mg/l","mg/l","","0.10","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009RED0S11","SM2120B","05/27/2020 14:00:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-011","","0","mL","","","","","","","PHCOLOR","pH of Color Analysis","7.35","","TRG","Yes","Y","","","","","","","","pH units","pH units","","","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009RED0S11","E365.1","05/26/2020 17:01:00","T","NA","initial","WS","LB","NA","","1","METHOD","05/23/2020 10:43:00","","","ALSRNY","quant","R2004299-011","","20","mL","","","","","20","mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)","0.0393","","TRG","Yes","Y","","","","","0.0036","","0.0050","mg/l","mg/l","","0.0036","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009RED0S11","E300.0","05/23/2020 00:05:00","T","NA","initial","WS","LB","NA","","10","","","","","ALSRNY","quant","R2004299-011","","10","mL","","","","","10","mL","14808-79-8","SULFATE (AS SO4)","5.0","","TRG","Yes","Y","","","","","0.4","","2.0","mg/l","mg/l","","0.4","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009RED0S11","SM5310C","05/27/2020 00:57:00","D","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-012","","42","mL","","","","","42","mL","DOC","Carbon, Dissolved Organic (DOC)","4.8","","TRG","Yes","Y","","","","","0.5","","1.0","mg/l","mg/l","","0.5","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009RED0S11","E365.1","05/26/2020 15:46:00","D","NA","initial","WS","LB","NA","","1","METHOD","05/23/2020 10:43:00","","","ALSRNY","quant","R2004299-012","","20","mL","","","","","20","mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)","0.0086","","TRG","Yes","Y","","","","","0.0036","","0.0050","mg/l","mg/l","","0.0036","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009RED0S12","SM 2320 B","05/27/2020 16:33:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-013","","0","mL","","","","","","","ALK","ALKALINITY, TOTAL (AS CaCO3)","54.4","","TRG","Yes","Y","","","","","1.8","","2.0","mg/l","mg/l","","1.8","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009RED0S12","E350.1","05/22/2020 19:16:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-013","","10","mL","","","","","10","mL","7664-41-7","Nitrogen, ammonia (As N)","0.036","","TRG","Yes","Y","","","","","0.003","","0.010","mg/l","mg/l","","0.003","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009RED0S12","SM5310C","05/27/2020 01:17:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-013","","42","mL","","","","","42","mL","TOC","TOTAL ORGANIC CARBON","4.7","","TRG","Yes","Y","","","","","0.5","","1.0","mg/l","mg/l","","0.5","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009RED0S12","E300.0","05/23/2020 00:25:00","T","NA","initial","WS","LB","NA","","10","","","","","ALSRNY","quant","R2004299-013","","10","mL","","","","","10","mL","16887-00-6","CHLORIDE (AS CL)","18.5","","TRG","Yes","Y","","","","","0.5","","2.0","mg/l","mg/l","","0.5","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009RED0S12","SM2120B","05/21/2020 16:00:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-013","","0","mL","","","","","","","COLOR","Color, True","20.0","","TRG","Yes","Y","","","","","","","5.0","color unit","color unit","","","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009RED0S12","SM2340B","05/28/2020 22:47:00","T","NA","initial","WS","LB","NA","","1","","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-013","","0","mL","","","","","","","HARD","HARDNESS (AS CACO3)","62.2","","TRG","Yes","Y","","","","","","","6.62","mg/l","mg/l","","","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009RED0S12","Calculation","05/21/2020 20:14:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-013","","0","mL","","","","","","","14797-55-8","NITROGEN, NITRATE (AS N)","0.122","","TRG","Yes","Y","","","","","","","0.05","mg/l","mg/l","","","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009RED0S12","E353.2","05/26/2020 22:39:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-013","","10","mL","","","","","10","mL","NO3NO2N","Nitrate+Nitrite as Nitrogen","0.122","","TRG","Yes","Y","","","","","0.0015","","0.0020","mg/l","mg/l","","0.0015","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009RED0S12","E353.2","05/21/2020 20:14:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-013","","10","mL","","","","","10","mL","14797-65-0","NITROGEN, NITRITE","","","TRG","Yes","N","U","","U","","0.007","0.007","0.010","mg/l","mg/l","","0.007","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009RED0S12","E351.2","05/29/2020 12:55:00","T","NA","initial","WS","LB","NA","","1","METHOD","05/28/2020 14:52:00","","","ALSRNY","quant","R2004299-013","","20","mL","","","","","20","mL","KN","NITROGEN, KJELDAHL, TOTAL","0.42","","TRG","Yes","Y","","","","","0.10","","0.10","mg/l","mg/l","","0.10","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009RED0S12","SM2120B","05/27/2020 14:00:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-013","","0","mL","","","","","","","PHCOLOR","pH of Color Analysis","7.62","","TRG","Yes","Y","","","","","","","","pH units","pH units","","","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009RED0S12","E365.1","05/26/2020 17:05:00","T","NA","initial","WS","LB","NA","","1","METHOD","05/23/2020 10:43:00","","","ALSRNY","quant","R2004299-013","","20","mL","","","","","20","mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)","0.0170","","TRG","Yes","Y","","","","","0.0036","","0.0050","mg/l","mg/l","","0.0036","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009RED0S12","E300.0","05/23/2020 00:25:00","T","NA","initial","WS","LB","NA","","10","","","","","ALSRNY","quant","R2004299-013","","10","mL","","","","","10","mL","14808-79-8","SULFATE (AS SO4)","4.9","","TRG","Yes","Y","","","","","0.4","","2.0","mg/l","mg/l","","0.4","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009RED0S12","SM5310C","05/27/2020 01:38:00","D","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-014","","42","mL","","","","","42","mL","DOC","Carbon, Dissolved Organic (DOC)","4.8","","TRG","Yes","Y","","","","","0.5","","1.0","mg/l","mg/l","","0.5","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009RED0S12","E365.1","05/26/2020 15:47:00","D","NA","initial","WS","LB","NA","","1","METHOD","05/23/2020 10:43:00","","","ALSRNY","quant","R2004299-014","","20","mL","","","","","20","mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)","0.0140","","TRG","Yes","Y","","","","","0.0036","","0.0050","mg/l","mg/l","","0.0036","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S11","SM 2320 B","05/28/2020 05:28:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-015","","0","mL","","","","","","","ALK","ALKALINITY, TOTAL (AS CaCO3)","41.2","","TRG","Yes","Y","","","","","1.8","","2.0","mg/l","mg/l","","1.8","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S11","E350.1","05/22/2020 19:17:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-015","","10","mL","","","","","10","mL","7664-41-7","Nitrogen, ammonia (As N)","","","TRG","Yes","N","U","","U","","0.003","0.003","0.010","mg/l","mg/l","","0.003","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S11","SM5310C","05/27/2020 01:59:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-015","","42","mL","","","","","42","mL","TOC","TOTAL ORGANIC CARBON","6.3","","TRG","Yes","Y","","","","","0.5","","1.0","mg/l","mg/l","","0.5","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S11","E300.0","05/23/2020 00:46:00","T","NA","initial","WS","LB","NA","","10","","","","","ALSRNY","quant","R2004299-015","","10","mL","","","","","10","mL","16887-00-6","CHLORIDE (AS CL)","3.5","","TRG","Yes","Y","","","","","0.5","","2.0","mg/l","mg/l","","0.5","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S11","SM10200H","05/29/2020 12:00:00","T","NA","initial","WS","LB","NA","","4","","","","","ALSRNY","quant","R2004299-015","","1000","mL","","","","","","","479-61-8","Chlorophyll A","1.93","","TRG","Yes","Y","","","","","","","0.16","ug/l","ug/l","","","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S11","SM2120B","05/21/2020 16:00:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-015","","0","mL","","","","","","","COLOR","Color, True","28.0","","TRG","Yes","Y","","","","","","","5.0","color unit","color unit","","","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S11","SM2340B","05/28/2020 23:09:00","T","NA","initial","WS","LB","NA","","1","","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-015","","0","mL","","","","","","","HARD","HARDNESS (AS CACO3)","46.2","","TRG","Yes","Y","","","","","","","6.62","mg/l","mg/l","","","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S11","Calculation","05/21/2020 20:14:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-015","","0","mL","","","","","","","14797-55-8","NITROGEN, NITRATE (AS N)","","","TRG","Yes","N","U","","U","","","0.05","0.05","mg/l","mg/l","","","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S11","E353.2","05/26/2020 22:40:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-015","","10","mL","","","","","10","mL","NO3NO2N","Nitrate+Nitrite as Nitrogen","0.0028","","TRG","Yes","Y","","","","","0.0015","","0.0020","mg/l","mg/l","","0.0015","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S11","E353.2","05/21/2020 20:14:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-015","","10","mL","","","","","10","mL","14797-65-0","NITROGEN, NITRITE","","","TRG","Yes","N","U","","U","","0.007","0.007","0.010","mg/l","mg/l","","0.007","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S11","E351.2","05/29/2020 12:58:00","T","NA","initial","WS","LB","NA","","1","METHOD","05/28/2020 14:52:00","","","ALSRNY","quant","R2004299-015","","20","mL","","","","","20","mL","KN","NITROGEN, KJELDAHL, TOTAL","0.47","","TRG","Yes","Y","","","","","0.10","","0.10","mg/l","mg/l","","0.10","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S11","SM2120B","05/27/2020 14:00:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-015","","0","mL","","","","","","","PHCOLOR","pH of Color Analysis","7.46","","TRG","Yes","Y","","","","","","","","pH units","pH units","","","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S11","E365.1","05/26/2020 17:06:00","T","NA","initial","WS","LB","NA","","1","METHOD","05/23/2020 10:43:00","","","ALSRNY","quant","R2004299-015","","20","mL","","","","","20","mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)","0.0199","","TRG","Yes","Y","","","","","0.0036","","0.0050","mg/l","mg/l","","0.0036","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S11","E300.0","05/23/2020 00:46:00","T","NA","initial","WS","LB","NA","","10","","","","","ALSRNY","quant","R2004299-015","","10","mL","","","","","10","mL","14808-79-8","SULFATE (AS SO4)","2.6","","TRG","Yes","Y","","","","","0.4","","2.0","mg/l","mg/l","","0.4","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S11","SM5310C","05/27/2020 02:20:00","D","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-016","","42","mL","","","","","42","mL","DOC","Carbon, Dissolved Organic (DOC)","6.0","","TRG","Yes","Y","","","","","0.5","","1.0","mg/l","mg/l","","0.5","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S11","E365.1","05/26/2020 15:48:00","D","NA","initial","WS","LB","NA","","1","METHOD","05/23/2020 10:43:00","","","ALSRNY","quant","R2004299-016","","20","mL","","","","","20","mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)","0.0081","","TRG","Yes","Y","","","","","0.0036","","0.0050","mg/l","mg/l","","0.0036","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S12","SM 2320 B","05/27/2020 16:39:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-017","","0","mL","","","","","","","ALK","ALKALINITY, TOTAL (AS CaCO3)","41.2","","TRG","Yes","Y","","","","","1.8","","2.0","mg/l","mg/l","","1.8","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S12","E350.1","05/22/2020 19:18:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-017","","10","mL","","","","","10","mL","7664-41-7","Nitrogen, ammonia (As N)","","","TRG","Yes","N","U","","U","","0.003","0.003","0.010","mg/l","mg/l","","0.003","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S12","SM5310C","05/27/2020 03:02:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-017","","42","mL","","","","","42","mL","TOC","TOTAL ORGANIC CARBON","6.0","","TRG","Yes","Y","","","","","0.5","","1.0","mg/l","mg/l","","0.5","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S12","E300.0","05/23/2020 00:53:00","T","NA","initial","WS","LB","NA","","10","","","","","ALSRNY","quant","R2004299-017","","10","mL","","","","","10","mL","16887-00-6","CHLORIDE (AS CL)","3.4","","TRG","Yes","Y","","","","","0.5","","2.0","mg/l","mg/l","","0.5","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S12","SM2120B","05/21/2020 16:00:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-017","","0","mL","","","","","","","COLOR","Color, True","27.0","","TRG","Yes","Y","","","","","","","5.0","color unit","color unit","","","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S12","SM2340B","05/28/2020 23:12:00","T","NA","initial","WS","LB","NA","","1","","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-017","","0","mL","","","","","","","HARD","HARDNESS (AS CACO3)","43.9","","TRG","Yes","Y","","","","","","","6.62","mg/l","mg/l","","","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S12","Calculation","05/21/2020 20:15:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-017","","0","mL","","","","","","","14797-55-8","NITROGEN, NITRATE (AS N)","","","TRG","Yes","N","U","","U","","","0.05","0.05","mg/l","mg/l","","","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S12","E353.2","05/26/2020 22:42:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-017","","10","mL","","","","","10","mL","NO3NO2N","Nitrate+Nitrite as Nitrogen","","","TRG","Yes","N","U","","U","","0.0015","0.0015","0.0020","mg/l","mg/l","","0.0015","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S12","E353.2","05/21/2020 20:15:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-017","","10","mL","","","","","10","mL","14797-65-0","NITROGEN, NITRITE","","","TRG","Yes","N","U","","U","","0.007","0.007","0.010","mg/l","mg/l","","0.007","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S12","E351.2","05/29/2020 12:58:00","T","NA","initial","WS","LB","NA","","1","METHOD","05/28/2020 14:52:00","","","ALSRNY","quant","R2004299-017","","20","mL","","","","","20","mL","KN","NITROGEN, KJELDAHL, TOTAL","0.43","","TRG","Yes","Y","","","","","0.10","","0.10","mg/l","mg/l","","0.10","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S12","SM2120B","05/27/2020 14:00:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-017","","0","mL","","","","","","","PHCOLOR","pH of Color Analysis","7.42","","TRG","Yes","Y","","","","","","","","pH units","pH units","","","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S12","E365.1","05/26/2020 17:07:00","T","NA","initial","WS","LB","NA","","1","METHOD","05/23/2020 10:43:00","","","ALSRNY","quant","R2004299-017","","20","mL","","","","","20","mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)","0.0212","","TRG","Yes","Y","","","","","0.0036","","0.0050","mg/l","mg/l","","0.0036","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S12","E300.0","05/23/2020 00:53:00","T","NA","initial","WS","LB","NA","","10","","","","","ALSRNY","quant","R2004299-017","","10","mL","","","","","10","mL","14808-79-8","SULFATE (AS SO4)","2.4","","TRG","Yes","Y","","","","","0.4","","2.0","mg/l","mg/l","","0.4","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S12","SM5310C","05/27/2020 03:23:00","D","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-018","","42","mL","","","","","42","mL","DOC","Carbon, Dissolved Organic (DOC)","6.7","","TRG","Yes","Y","","","","","0.5","","1.0","mg/l","mg/l","","0.5","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S12","E365.1","05/26/2020 15:49:00","D","NA","initial","WS","LB","NA","","1","METHOD","05/23/2020 10:43:00","","","ALSRNY","quant","R2004299-018","","20","mL","","","","","20","mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)","0.0067","","TRG","Yes","Y","","","","","0.0036","","0.0050","mg/l","mg/l","","0.0036","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E11","SM 2320 B","05/28/2020 05:37:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-019","","0","mL","","","","","","","ALK","ALKALINITY, TOTAL (AS CaCO3)","","","TRG","Yes","N","U","","U","","1.8","1.8","2.0","mg/l","mg/l","","1.8","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E11","E350.1","05/22/2020 19:19:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-019","","10","mL","","","","","10","mL","7664-41-7","Nitrogen, ammonia (As N)","","","TRG","Yes","N","U","","U","","0.003","0.003","0.010","mg/l","mg/l","","0.003","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E11","SM5310C","05/27/2020 03:44:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-019","","42","mL","","","","","42","mL","TOC","TOTAL ORGANIC CARBON","","","TRG","Yes","N","U","","U","","0.5","0.5","1.0","mg/l","mg/l","","0.5","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E11","E300.0","05/23/2020 00:59:00","T","NA","initial","WS","LB","NA","","10","","","","","ALSRNY","quant","R2004299-019","","10","mL","","","","","10","mL","16887-00-6","CHLORIDE (AS CL)","","","TRG","Yes","N","U","","U","","0.5","0.5","2.0","mg/l","mg/l","","0.5","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E11","SM10200H","05/29/2020 12:00:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-019","","250","mL","","","","","","","479-61-8","Chlorophyll A","","","TRG","Yes","N","U","","U","","","0.16","0.16","ug/l","ug/l","","","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E11","SM2120B","05/21/2020 16:00:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-019","","0","mL","","","","","","","COLOR","Color, True","","","TRG","Yes","N","U","","U","","","5.0","5.0","color unit","color unit","","","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E11","SM2340B","05/28/2020 23:15:00","T","NA","initial","WS","LB","NA","","1","","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-019","","0","mL","","","","","","","HARD","HARDNESS (AS CACO3)","","","TRG","Yes","N","U","","U","","","6.62","6.62","mg/l","mg/l","","","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
